POA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
POA4051,0,0,0,0,0,174,0,0,0,3,0,3,0,0,8,183,40,4,0,0,0,0,0,0,0,0,44,27,0,0,0,0,0,0,0,0,3,27,21,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,84,4,0,0,0,0,0,0,0,3,91,1685,355,471,120,88,110,65,84,44,61,3070,527,218,423,75,143,149,133,124,92,40,1937,59,15,10,6,5,17,11,26,21,13,180,0,0,0,0,0,0,0,0,5,0,8,595,230,439,80,147,162,145,154,115,50,2122,0,0,0,0,0,0,0,0,0,3,8,2280,592,913,200,241,272,212,239,154,113,5205
POA4053,0,0,0,3,3,377,4,0,0,0,0,0,0,0,13,407,82,0,8,0,0,0,0,0,0,13,100,55,0,0,0,0,0,0,0,0,3,57,34,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,3,3,171,3,8,0,0,0,0,0,0,15,197,2751,545,700,143,149,95,115,81,50,139,4761,1098,405,794,148,152,128,128,130,83,72,3141,135,24,44,6,17,28,36,17,37,19,375,11,3,5,0,0,0,0,0,0,4,26,1253,438,845,159,170,150,161,151,123,100,3538,3,0,0,0,0,0,0,0,0,4,7,4004,983,1543,296,316,245,276,227,171,241,8314
POA4054,0,0,0,0,0,114,4,4,0,4,0,0,0,0,3,132,52,0,0,0,0,0,0,0,0,7,63,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,7,73,934,176,206,37,40,25,15,13,11,41,1506,224,98,144,35,17,10,25,12,5,16,589,26,4,20,14,4,0,16,7,7,0,91,3,0,3,0,0,0,0,0,0,0,8,257,103,158,45,22,16,41,23,10,13,689,0,0,0,0,0,0,0,0,0,0,0,1186,275,371,78,64,40,53,36,26,60,2192
POA4055,0,0,0,0,0,115,3,3,0,3,0,0,0,0,3,132,38,0,6,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,54,0,6,0,0,0,0,0,0,0,60,1453,308,395,64,79,60,39,56,12,47,2496,334,142,198,44,44,30,32,20,12,11,872,24,5,8,0,0,6,3,4,3,3,60,5,4,3,0,0,0,0,0,0,0,8,361,154,203,49,44,33,33,26,20,14,942,4,0,0,0,0,0,0,0,0,3,5,1821,458,599,108,117,93,75,79,27,61,3442
POA4059,0,0,0,0,0,76,0,0,0,0,0,0,0,0,4,80,10,0,0,0,0,0,0,0,0,3,15,8,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,37,770,190,225,46,52,44,43,53,63,55,1541,221,146,354,89,192,273,451,505,249,101,2596,26,15,27,17,25,38,94,165,123,86,610,3,0,0,0,0,0,0,0,0,0,5,250,163,383,109,220,314,550,665,374,188,3209,0,0,0,0,0,0,0,0,0,0,3,1019,351,606,152,272,360,592,718,434,243,4757
POA4060,0,0,0,0,0,58,0,4,0,0,0,0,0,0,6,73,15,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,24,900,251,181,46,35,35,42,26,15,41,1578,192,74,130,21,33,33,48,29,23,18,604,20,9,9,0,0,5,3,4,0,9,60,0,0,0,0,0,0,0,0,0,0,3,212,84,141,22,34,39,49,35,24,21,662,0,0,0,0,0,0,0,0,0,0,0,1114,330,319,69,72,66,95,64,40,62,2241
POA4061,0,0,0,0,0,180,3,0,0,4,0,0,0,0,7,195,36,0,0,0,0,0,0,0,0,6,47,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,50,4,0,0,0,0,0,0,0,8,62,1557,380,463,95,119,65,49,30,32,70,2859,391,99,237,50,34,26,29,39,18,22,949,32,5,11,5,4,3,9,18,11,6,95,4,0,0,0,0,0,0,0,0,0,7,432,101,245,55,40,28,39,57,23,32,1050,4,0,0,0,0,0,0,0,0,3,4,1989,479,708,152,165,90,86,84,54,105,3916
POA4064,0,0,0,0,0,75,0,0,0,0,0,0,0,0,7,82,11,0,0,0,0,0,0,0,0,3,15,10,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,35,754,183,206,52,42,56,54,62,48,42,1499,221,73,138,37,49,60,70,80,75,25,829,33,3,8,0,6,8,6,26,14,8,113,0,0,3,0,0,0,0,0,0,5,4,259,81,151,37,53,66,75,105,92,40,947,4,0,0,0,0,0,0,0,0,0,4,1015,258,359,92,96,124,126,164,135,80,2460
POA4065,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,58,13,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,31,734,158,157,47,35,20,47,32,11,26,1273,146,50,68,15,24,12,16,10,13,8,364,7,4,0,0,0,0,3,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,162,55,66,13,31,12,22,10,16,13,389,0,0,0,0,0,0,0,0,0,0,0,895,210,222,62,67,31,70,42,27,37,1662
POA4066,0,0,0,0,0,80,3,0,0,0,0,0,4,0,10,96,12,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,34,1027,272,289,82,76,90,89,97,64,64,2150,375,208,462,116,158,230,324,373,258,77,2596,33,9,18,10,11,13,21,59,54,27,258,3,3,0,0,0,0,0,3,0,0,13,408,226,479,124,170,248,347,440,316,105,2869,3,0,0,0,0,0,0,0,0,0,5,1436,493,776,212,252,337,439,540,383,170,5020
POA4067,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,73,17,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,33,526,133,149,39,47,54,74,107,102,34,1265,287,182,347,104,242,332,571,917,730,91,3802,19,6,7,4,14,13,34,86,130,36,342,0,0,0,0,0,3,3,0,3,0,10,298,188,353,107,258,351,608,999,866,128,4157,0,0,0,0,0,0,0,0,0,4,3,828,325,501,148,306,397,680,1110,965,167,5421
POA4068,0,0,0,0,0,186,3,0,0,0,0,0,0,3,3,202,47,0,0,0,0,0,0,0,0,0,47,15,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,75,1586,396,393,126,123,120,129,99,92,76,3137,751,444,818,252,320,392,462,560,360,102,4478,92,19,54,9,27,46,66,110,104,46,575,3,0,5,0,0,0,0,5,6,7,28,846,464,886,259,344,443,531,680,472,158,5073,3,0,0,0,0,0,0,0,0,3,10,2437,864,1280,387,467,563,658,779,557,230,8222
POA4069,0,0,0,13,11,472,17,26,3,4,7,3,0,0,22,560,103,3,9,0,0,0,0,3,0,4,127,34,0,0,0,0,0,0,0,0,0,40,10,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,3,57,9,0,0,0,0,0,0,0,0,14,27,163,11,6,3,0,0,0,3,0,19,204,3513,1152,1035,227,157,143,104,100,77,140,6662,1375,561,692,112,167,141,134,106,78,52,3420,88,15,47,7,14,9,27,26,27,21,275,13,0,4,0,0,0,0,0,0,0,26,1476,582,745,118,185,154,162,134,107,73,3719,13,3,0,0,0,3,0,0,0,32,51,5001,1739,1776,341,340,306,266,231,186,243,10435
POA4070,0,0,0,0,0,126,13,12,3,0,0,0,0,0,5,158,27,4,4,0,0,3,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,5,4,0,0,3,0,0,0,0,53,1151,453,607,99,81,42,58,25,13,42,2577,291,225,308,33,43,46,26,17,17,18,1026,21,3,12,6,8,0,7,4,7,6,71,4,0,0,0,0,0,0,0,0,0,3,311,233,319,40,50,50,28,21,23,26,1100,0,0,0,0,0,0,0,0,0,0,0,1467,689,925,140,130,89,87,49,33,69,3673
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,63,52,0,7,4,14,22,51,3,240,12,24,27,5,13,19,25,66,125,11,328,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,3,12,29,27,5,13,19,25,65,133,15,342,0,0,0,0,0,0,0,0,0,0,0,41,90,77,9,18,25,38,86,188,21,587
POA4073,0,0,0,0,0,114,3,12,0,3,0,4,0,0,27,166,30,0,0,0,0,0,0,0,0,27,53,13,0,0,0,0,0,0,0,0,11,22,6,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,17,42,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,46,98,842,211,181,25,32,17,12,7,0,70,1402,683,256,271,47,27,53,30,21,17,49,1458,80,15,22,3,3,8,6,4,13,18,176,0,0,0,0,0,0,0,0,0,0,3,761,278,291,51,32,62,39,27,35,67,1643,0,0,0,0,0,0,0,0,0,4,4,1602,490,476,78,69,78,49,37,35,141,3048
POA4074,0,0,0,0,7,308,20,9,3,3,0,0,3,0,11,359,50,0,0,0,0,0,0,0,0,6,59,23,0,0,0,0,0,0,0,0,0,26,13,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,94,8,0,0,0,0,3,0,0,5,113,2389,531,478,85,116,82,40,50,22,85,3870,1730,481,632,106,102,94,82,63,24,46,3368,278,51,59,13,18,14,14,24,22,20,512,13,3,0,0,0,0,4,0,0,4,25,2027,527,695,121,119,109,98,90,48,68,3901,10,0,0,0,0,0,0,0,0,0,12,4428,1064,1170,206,236,194,142,134,65,146,7791
POA4075,0,0,0,0,0,199,7,3,0,3,0,3,3,0,6,224,64,0,0,0,0,0,0,0,0,3,66,25,0,0,0,0,0,0,0,0,3,30,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,8,108,1706,380,495,90,90,72,90,53,30,63,3076,778,279,547,128,132,135,119,106,69,29,2307,184,20,46,10,17,24,18,30,7,25,397,9,6,0,0,0,0,0,0,0,0,12,963,307,595,142,151,157,140,139,81,59,2721,0,0,0,0,0,0,0,0,0,3,4,2670,688,1092,230,241,233,227,191,103,123,5805
POA4076,0,0,0,5,4,95,3,3,0,0,0,0,0,0,7,112,10,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,44,268,62,50,18,30,7,22,10,0,20,484,400,96,264,55,52,54,62,24,23,23,1048,270,22,59,15,19,31,13,12,17,16,484,5,0,3,5,0,0,0,0,0,3,13,676,123,319,65,67,84,78,33,42,42,1538,5,0,0,0,0,3,0,0,0,495,506,948,183,370,85,95,96,96,45,43,559,2530
POA4077,0,0,0,0,7,478,22,13,0,3,4,0,3,0,16,545,93,0,0,0,0,0,0,0,0,5,99,34,0,0,0,0,0,0,0,0,0,32,73,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,109,3,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,3,204,3,3,0,0,0,0,0,0,5,211,1467,266,337,98,73,56,60,54,10,82,2514,2436,905,1950,352,324,414,272,230,117,161,7151,1539,327,597,123,116,215,177,231,127,132,3572,24,9,28,3,0,6,3,4,3,11,88,3995,1246,2569,477,435,643,458,465,242,300,10819,13,5,5,0,3,0,0,0,0,21,48,5481,1518,2908,574,515,696,513,517,261,399,13374
POA4078,0,0,0,18,20,272,17,18,3,7,5,0,0,3,23,345,37,0,0,0,0,0,0,0,0,0,41,16,0,0,0,0,0,0,0,0,3,23,9,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27,4,3,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,25,25,67,4,3,0,0,0,0,0,0,27,102,2023,654,703,109,119,116,64,68,21,91,3969,1678,718,1161,192,178,169,111,125,67,86,4483,417,82,150,38,39,31,42,34,42,34,903,13,8,3,0,4,0,4,10,0,0,37,2106,807,1317,228,217,202,157,165,105,115,5420,4,0,0,0,0,0,0,0,0,52,54,4128,1456,2022,333,336,316,222,238,128,260,9446
POA4101,0,0,0,0,0,270,0,0,0,0,0,0,0,0,21,294,23,0,0,0,0,0,0,0,0,0,29,38,0,0,0,0,0,0,0,0,3,41,49,0,0,0,0,0,0,0,0,35,82,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,34,124,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,34,151,1413,354,449,134,134,150,170,227,154,109,3296,996,402,894,249,325,401,439,522,424,146,4803,299,34,70,15,36,47,52,105,93,106,843,4,0,3,0,0,0,0,4,3,4,24,1300,433,970,264,361,450,485,630,521,252,5670,3,0,0,0,0,0,0,0,0,4,13,2714,793,1416,397,499,602,660,859,678,366,8975
POA4102,0,0,0,0,0,88,3,0,0,0,0,0,0,0,3,95,9,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,28,413,81,144,24,27,30,41,80,37,32,913,333,112,284,83,82,134,185,193,170,44,1618,120,22,32,4,13,14,17,28,46,32,324,0,0,3,3,0,0,0,3,3,0,10,456,132,323,90,96,147,200,221,219,76,1950,0,0,0,0,0,0,0,0,0,3,3,866,213,464,119,122,179,244,299,256,111,2867
POA4103,0,0,0,0,0,119,8,0,0,0,0,0,0,0,5,130,10,0,0,0,0,0,0,0,0,5,21,12,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,12,50,882,226,216,56,59,49,55,50,37,57,1682,489,212,541,113,142,191,217,214,124,58,2313,115,17,29,10,9,43,17,26,23,29,323,0,0,3,0,0,0,3,0,0,0,13,609,230,581,128,154,233,235,242,156,93,2656,0,0,3,0,0,0,0,0,0,3,8,1491,458,793,189,216,289,293,290,186,147,4347
POA4104,0,0,0,0,0,70,0,0,0,0,0,0,0,0,3,79,12,0,0,0,0,0,0,0,0,7,19,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,7,24,448,66,108,16,28,30,19,11,3,33,768,180,90,164,22,41,43,54,39,20,17,676,23,9,20,3,6,7,3,7,4,7,94,3,0,0,0,0,0,0,0,0,0,6,202,101,180,30,44,50,58,53,26,20,769,0,0,0,0,0,0,0,0,0,0,0,655,173,289,42,76,79,76,64,28,56,1537
POA4105,0,0,0,0,0,120,5,0,0,0,0,3,0,0,7,133,17,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,33,896,188,217,34,43,26,30,22,14,29,1497,468,220,366,77,110,117,91,93,45,29,1618,93,30,32,10,27,33,27,29,20,16,317,5,6,7,0,0,3,0,0,0,0,18,569,256,403,88,133,150,118,121,62,52,1953,3,0,0,0,0,0,0,0,0,4,7,1460,445,616,124,171,181,149,146,78,86,3462
POA4106,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,37,6,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,24,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,15,34,113,18,34,3,5,6,7,0,0,8,197,53,38,68,16,19,5,38,10,11,6,272,26,11,6,3,5,6,6,8,5,20,99,0,0,0,0,0,0,0,0,0,0,7,82,46,71,14,34,16,40,25,19,26,372,0,0,0,0,0,0,0,0,0,0,0,200,64,106,20,40,24,48,23,18,33,571
POA4107,0,0,0,0,0,59,5,0,0,0,0,0,0,0,6,75,15,0,0,0,0,0,0,0,0,9,29,3,0,0,0,0,0,0,0,0,3,11,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,21,47,369,66,85,17,19,11,7,8,17,37,639,186,109,225,54,30,42,70,55,47,33,856,35,9,22,8,8,10,11,10,11,16,145,3,0,0,0,0,0,0,0,0,0,7,230,118,252,57,40,52,77,69,59,56,1009,0,0,0,0,0,0,0,0,0,3,4,601,187,339,75,57,63,91,75,74,92,1645
POA4108,0,0,0,0,0,74,0,3,0,0,0,0,0,0,3,82,12,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,31,338,45,84,14,11,20,20,23,13,13,562,357,190,474,109,108,123,126,166,84,49,1789,108,27,48,15,21,26,21,30,27,29,355,5,0,0,0,0,0,0,0,0,0,8,471,217,526,129,126,149,152,198,111,80,2151,3,0,0,0,0,0,0,0,0,0,4,804,262,609,135,134,169,169,213,129,88,2717
POA4109,0,0,0,3,10,605,32,36,0,0,0,9,4,0,35,722,95,0,0,0,0,0,0,0,0,0,94,69,3,3,0,0,0,0,0,0,0,72,88,12,3,0,0,0,0,0,0,7,103,0,0,0,0,0,0,0,0,0,0,3,156,13,7,0,0,0,0,3,3,9,183,3,0,0,0,0,0,0,0,0,8,9,253,13,7,0,0,0,0,3,3,17,287,1876,336,335,75,81,72,91,104,58,114,3138,3816,1756,2684,588,689,955,978,937,522,394,13326,1233,439,745,129,194,347,366,438,288,347,4529,23,11,21,4,7,4,8,11,4,3,89,5076,2206,3444,728,890,1307,1354,1381,813,743,17950,9,0,0,0,0,0,0,0,0,18,37,6966,2541,3784,802,973,1381,1445,1490,870,874,21122
POA4110,0,0,0,0,0,121,4,6,0,0,3,0,0,0,0,136,22,0,0,0,0,0,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,12,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,4,47,0,3,0,0,0,0,0,0,4,53,646,135,181,38,41,36,22,23,3,39,1159,652,377,713,117,115,93,104,66,56,41,2337,181,72,89,28,36,34,34,30,36,17,558,3,3,4,0,0,0,0,4,0,0,21,831,446,803,143,155,133,142,100,92,65,2910,4,0,3,5,0,0,0,0,0,8,20,1481,583,985,187,194,169,162,117,98,103,4088
POA4111,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,74,11,17,3,0,0,3,9,6,7,135,27,25,32,7,6,20,10,32,22,7,186,8,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,33,22,32,7,6,25,10,32,21,7,206,0,0,0,0,0,0,0,0,0,0,0,110,36,47,16,6,28,12,43,31,15,343
POA4112,0,0,0,0,0,75,6,3,0,0,0,0,3,0,3,95,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,27,475,204,116,17,40,32,18,23,22,18,954,833,494,611,120,102,107,119,113,53,56,2618,195,56,66,20,17,32,22,37,47,34,519,5,3,0,0,4,0,0,0,0,0,15,1026,550,678,143,120,147,145,154,94,94,3151,0,0,0,0,0,0,0,0,0,0,6,1501,756,795,160,154,172,162,179,114,110,4109
