POA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
POA4208,0,0,0,0,0,0,0,0,0,0,802,1528,906,1965,750,511,389,118,21,6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,11,0,4,0,5,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,7,34,34,97,112,83,73,44,9,485,0,0,3,4,4,0,0,0,0,17,0,0,0,0,0,3,4,0,0,5,0,0,3,8,6,7,12,4,3,40,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,3,3,26,3,7,3,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4209,0,0,0,0,0,0,0,0,0,5,2347,3461,2263,4776,1426,851,539,155,36,15863,0,0,0,3,0,0,0,0,0,5,0,0,0,14,4,0,3,0,0,17,0,4,0,3,0,0,0,0,0,6,0,11,8,26,7,6,6,0,0,56,0,0,0,3,0,0,0,0,0,5,8,3,13,56,9,6,0,0,0,92,0,0,0,5,7,3,5,0,0,25,0,3,0,7,0,3,3,0,0,19,13,141,132,308,265,159,153,60,14,1242,0,4,11,18,9,6,3,0,0,51,0,0,0,4,3,0,0,0,0,12,0,0,7,13,7,18,14,9,3,71,0,0,0,0,4,0,0,0,0,11,0,0,3,14,0,0,0,0,0,19,9,6,12,103,8,5,3,3,0,144,0,0,3,7,3,3,0,0,0,20,0,0,0,13,3,0,0,0,0,17,0,0,0,4,0,3,0,0,0,13
POA4210,0,0,0,0,0,0,0,0,0,0,676,1292,899,1725,754,525,338,128,22,6357,0,0,0,0,3,0,0,0,0,3,0,0,0,8,8,3,0,0,0,16,0,0,0,5,0,0,0,0,0,5,0,4,0,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,20,6,3,6,0,0,34,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,5,3,44,70,126,186,94,77,38,7,646,0,3,0,7,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,0,8,7,8,12,12,3,47,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,3,0,0,13,0,0,0,18,10,3,3,0,0,41,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,6
POA4211,0,0,0,3,0,0,0,0,0,8,1973,3494,2875,5117,2438,1902,1374,603,193,19967,0,0,0,13,4,5,0,0,0,33,0,0,0,9,7,3,0,4,0,29,0,0,0,3,0,0,0,0,0,9,0,3,5,20,14,4,3,3,0,51,0,0,0,10,3,4,0,0,0,16,5,6,12,74,25,20,14,3,3,164,0,0,0,8,10,12,12,14,0,57,0,4,3,0,3,3,0,6,0,21,5,73,111,281,319,251,267,142,53,1500,0,0,4,25,3,9,3,0,0,43,0,0,0,10,10,8,11,0,0,37,0,3,3,23,21,30,41,32,8,154,0,0,0,0,3,3,5,3,0,18,0,0,7,14,3,13,4,0,0,35,4,17,20,127,26,12,12,4,4,217,0,0,0,13,3,5,3,9,0,33,0,0,0,13,9,10,3,3,0,37,0,0,0,4,3,3,0,0,0,16
POA4212,0,0,0,0,0,0,0,0,0,0,601,1365,1222,1801,1119,988,880,351,109,8426,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,12,17,6,9,0,0,41,0,0,0,0,6,3,0,0,0,3,4,9,11,52,19,14,3,3,4,114,0,0,0,3,0,4,6,3,0,11,0,0,0,5,4,5,7,3,0,17,9,60,89,161,232,197,215,126,35,1125,0,0,3,7,3,0,0,3,0,20,0,0,0,3,4,3,4,0,0,16,0,0,4,10,8,13,35,14,0,80,0,0,0,0,0,3,3,0,0,12,0,0,5,9,0,4,3,3,0,26,3,5,3,38,11,4,9,0,0,73,0,3,4,0,3,3,5,3,0,20,0,0,0,11,3,7,0,0,0,23,0,0,0,0,3,0,0,0,0,10
POA4213,0,0,0,0,0,0,0,0,0,0,817,1998,1433,2294,1313,1034,715,268,73,9943,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,11,12,6,6,5,0,0,51,0,0,0,0,3,0,0,0,0,9,0,5,8,13,8,3,3,5,0,40,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,3,4,0,0,10,8,78,60,144,218,183,148,92,30,953,0,0,0,5,6,4,0,0,0,11,0,0,0,3,3,4,8,0,0,19,0,0,0,10,12,6,26,18,0,80,0,0,0,0,0,3,0,3,0,7,0,3,0,6,3,3,0,0,0,20,0,3,5,18,13,7,4,4,0,57,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA4214,0,0,5,12,5,0,0,0,0,16,871,1903,1990,2605,1389,1197,856,390,143,11343,0,0,4,11,13,3,0,0,0,27,0,0,4,22,10,11,3,0,0,50,0,0,0,0,3,0,0,0,0,6,0,0,4,19,11,4,4,0,0,47,0,0,3,3,3,0,0,0,0,11,3,17,119,176,43,29,15,6,0,413,0,0,0,4,6,5,10,10,0,27,0,0,0,3,3,6,6,5,4,29,4,42,72,116,188,124,159,105,30,843,0,3,3,5,3,7,4,0,0,33,0,3,3,6,3,3,3,0,0,30,0,0,6,15,14,21,29,17,4,106,0,0,0,0,3,4,4,12,0,27,0,4,21,22,6,10,5,0,0,67,0,8,27,70,18,9,8,6,3,150,0,0,4,12,3,0,0,0,0,26,0,0,6,21,7,3,0,0,0,39,0,0,0,0,0,5,0,0,0,5
POA4215,0,0,4,5,0,0,0,0,0,15,1009,1502,2112,3619,1569,1400,1173,643,277,13311,0,3,3,26,4,0,0,0,0,34,0,0,9,40,29,23,13,10,0,116,0,0,3,0,3,0,0,0,0,10,0,3,10,27,16,10,10,3,0,84,0,0,0,14,0,3,6,0,0,22,6,16,255,262,47,33,25,8,4,653,0,0,4,11,11,11,9,19,4,64,4,0,4,10,3,11,14,9,0,52,6,26,71,188,158,151,207,121,59,992,0,3,8,18,4,4,5,0,0,43,0,0,8,32,7,5,6,4,0,61,0,0,12,20,21,8,40,29,7,144,0,0,0,3,4,3,11,6,4,30,0,0,50,29,5,9,5,0,0,101,7,17,55,245,20,18,3,7,4,375,0,3,14,24,4,8,0,0,0,55,3,7,16,73,12,7,8,0,0,125,0,6,5,16,5,4,3,4,0,46
POA4216,0,0,0,3,0,0,0,0,0,3,781,1465,1271,2445,1408,1324,1438,761,241,11135,0,4,0,14,4,0,0,0,0,24,0,0,0,8,7,13,6,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,3,18,5,6,12,0,0,49,0,0,0,3,0,3,3,0,0,9,4,9,65,107,31,20,8,5,0,251,0,0,0,4,8,3,11,3,3,31,0,3,0,4,6,3,16,0,3,34,4,37,51,157,184,197,307,209,63,1205,3,3,0,10,3,3,3,4,0,23,0,0,0,11,0,0,10,3,0,29,0,0,6,8,17,7,32,20,7,100,0,0,0,0,4,10,15,9,0,35,0,3,7,15,6,3,0,0,0,39,4,3,20,54,8,8,8,10,0,108,0,0,3,0,3,0,3,0,0,19,0,0,3,23,5,3,0,3,0,43,0,3,0,10,3,0,0,0,0,14
POA4217,0,0,3,6,0,0,0,0,0,14,621,1207,1416,2681,1412,1315,1216,542,158,10572,0,0,3,11,4,0,0,0,0,18,0,0,0,4,10,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,3,7,37,8,9,3,9,3,82,0,0,3,28,0,0,0,0,0,30,6,24,62,107,46,20,18,8,3,299,0,0,0,3,3,5,17,11,0,44,0,0,0,10,5,12,10,9,0,53,8,30,58,180,141,141,184,96,33,874,0,0,0,15,0,9,4,0,0,30,0,3,6,14,3,6,8,7,0,53,0,0,8,27,6,11,34,17,6,117,0,0,0,5,3,5,7,11,0,43,3,13,22,35,15,10,3,6,0,108,10,26,134,374,33,12,14,3,0,607,0,13,14,13,7,6,6,8,0,55,0,3,5,40,11,9,4,0,0,79,0,0,0,10,3,3,0,0,0,17
POA4218,0,0,0,0,0,0,0,0,0,0,676,1230,1280,2875,1261,1061,915,427,149,9873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,28,11,13,3,0,0,58,0,0,0,0,0,0,4,0,0,5,3,8,16,29,28,19,16,7,0,126,0,0,0,3,6,0,11,16,0,37,0,0,0,0,3,3,5,10,3,21,3,34,44,179,142,116,126,88,24,755,0,0,0,8,3,3,0,0,0,20,0,0,3,23,10,6,0,3,0,42,0,3,5,16,7,12,22,16,6,90,0,0,0,3,4,3,13,18,3,40,0,3,0,25,4,8,3,0,0,51,0,0,20,78,7,4,5,3,0,120,0,0,7,9,0,0,4,0,0,21,0,0,0,12,0,0,4,0,0,25,0,0,0,0,3,0,0,0,0,9
POA4220,0,0,0,0,0,0,0,0,0,0,815,1425,1230,3077,1244,1107,935,492,168,10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,32,5,6,7,5,0,57,0,0,3,9,0,3,0,0,0,17,0,0,6,7,10,7,6,0,0,36,0,0,0,0,0,4,9,5,3,25,0,0,0,0,0,3,4,4,0,12,6,38,31,171,121,105,135,96,40,737,0,0,0,14,0,0,4,0,3,19,0,0,3,15,3,3,3,0,0,34,0,0,4,9,5,11,16,17,10,75,0,0,0,0,0,6,3,0,0,12,0,4,0,10,0,3,0,3,0,18,0,3,6,30,3,3,3,0,0,47,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
POA4221,0,0,0,0,0,0,0,0,0,0,743,1504,1284,2581,1254,1128,840,434,174,9940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,14,3,7,0,3,0,39,0,0,0,0,0,0,0,3,0,3,0,4,0,3,5,3,3,5,0,22,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,4,0,0,9,3,26,24,92,113,76,132,71,29,566,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,3,0,3,6,0,15,13,3,54,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,18,6,3,0,3,0,27,0,5,3,0,0,3,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,0,0,0,0,0,0,0,0,388,868,690,1081,684,670,497,230,105,5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,20,23,67,81,56,80,34,17,375,0,0,4,3,3,0,3,0,0,16,0,0,0,3,3,0,0,0,0,6,0,0,0,4,0,5,8,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4224,0,0,0,0,0,0,0,0,0,0,181,323,292,643,280,323,207,109,46,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,26,13,18,11,14,6,97,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA4225,0,0,0,0,0,0,0,0,0,0,115,161,287,637,351,427,366,187,78,2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,31,25,28,33,21,9,152,0,0,0,3,0,5,0,0,0,11,0,0,0,3,4,0,0,0,0,10,0,0,0,0,3,0,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4226,0,0,0,10,0,0,0,0,0,9,805,1536,1443,2206,1033,915,756,411,170,9278,0,0,0,6,0,0,0,0,0,11,0,0,4,5,10,5,3,0,0,31,0,0,0,0,0,0,3,0,0,6,0,9,15,28,11,5,0,5,3,70,0,0,0,0,3,0,0,0,0,5,4,20,81,147,62,28,17,9,3,368,0,0,0,3,9,8,3,14,3,35,0,0,0,3,5,6,11,3,0,33,5,60,78,166,182,152,168,98,32,940,0,4,0,14,4,4,0,0,0,27,0,0,3,13,4,3,3,0,0,33,0,0,0,11,7,11,25,17,3,80,0,0,0,6,0,7,5,0,0,19,0,0,17,25,14,19,8,0,0,90,3,4,16,64,22,7,8,10,0,143,0,0,0,7,5,3,0,8,3,28,0,0,0,9,3,11,8,0,3,32,0,0,0,0,4,0,0,0,0,5
POA4227,0,0,0,0,0,0,0,0,0,0,622,1263,1061,1727,708,481,349,144,14,6378,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,10,9,40,4,3,0,0,0,67,0,0,0,3,0,0,3,0,0,13,0,8,66,98,31,19,9,5,0,232,0,0,0,4,5,3,3,3,0,19,0,0,3,3,0,0,3,0,0,13,3,45,48,137,111,63,72,37,7,532,0,0,0,13,0,0,5,0,0,21,0,0,0,11,0,5,0,0,0,18,0,0,4,9,6,4,13,5,0,41,0,0,0,0,0,3,3,3,0,10,0,0,4,13,17,13,5,0,0,53,0,4,13,41,17,0,6,3,0,90,0,0,0,3,4,3,0,3,0,17,0,0,5,9,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4
POA4228,0,0,0,0,0,0,0,0,0,0,133,354,282,409,290,289,173,55,26,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,12,35,26,36,13,6,152,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,78,6,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,0,0,0,0,0,0,0,0,0,0,30,46,53,122,36,40,42,27,9,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,5,15,9,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,9,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA4270,0,0,0,0,0,0,0,0,0,0,88,260,181,349,231,157,108,30,5,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,33,31,25,11,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4271,0,0,0,0,0,0,0,0,0,0,57,196,109,166,106,129,92,45,11,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,26,24,33,21,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4272,0,0,0,0,0,0,0,0,0,0,83,238,142,220,211,214,200,93,33,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,16,41,35,56,32,12,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,10,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4275,0,0,0,0,0,0,0,0,0,0,87,199,168,290,189,160,124,39,7,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,21,17,17,8,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4280,0,0,0,0,0,0,0,0,0,0,558,1351,1032,1736,891,579,400,97,21,6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,17,20,46,92,76,93,28,10,389,0,0,3,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,3,4,7,10,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4285,0,0,0,0,0,0,0,0,0,0,553,1411,1083,1773,1060,891,681,282,104,7841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,14,56,90,71,91,40,6,382,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,3,3,0,0,7,0,0,3,3,4,9,17,6,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
